League,Season,Name,Position,Draft.Eligible,Team,Height,Birth Date,GP,G,A1,A2,PTS,PRIMARY.PTS,TEAM.PRIMARY.PTS,PERC.TEAM.PrPTS,Shots,Team.Shots,SH.PERC,PERC.TEAM.SHOTS,PERC.TEAM.PTS,PTSPG
OHL,2017-18 Regular Season,Daylon Groulx,F,Y,Owen Sound Attack,5.11,2000-06-07,56,13,3,3,19,16,548,0.03,86,2584,0.15,0.03,0.03,0.34
OHL,2017-18 Regular Season,Chad Denault,F,Y,Peterborough Petes,6.01,2000-04-17,55,0,2,0,2,2,425,0,25,2584,0,0.01,0,0.04
OHL,2017-18 Regular Season,Andy Baker,F,N,North Bay Battalion,5.10,1999-05-15,63,10,7,6,23,17,398,0.04,79,2584,0.13,0.03,0.04,0.37
OHL,2017-18 Regular Season,Nick King,D,N,North Bay Battalion,6.02,1999-01-13,60,3,8,7,18,11,548,0.02,80,2584,0.04,0.03,0.02,0.3
OHL,2017-18 Regular Season,DJ Busdeker,F,Y,Saginaw Spirit,5.10,1999-09-25,68,10,12,5,27,22,379,0.06,167,2584,0.06,0.06,0.05,0.4
OHL,2017-18 Regular Season,Cameron Hough,F,N,Sarnia Sting,6.01,2000-10-23,16,2,1,0,3,3,573,0.01,16,2584,0.12,0.01,0,0.19
OHL,2017-18 Regular Season,Sam Bitten,F,Y,Ottawa 67's,6.01,2000-03-21,68,7,9,5,21,16,423,0.04,70,2584,0.1,0.03,0.04,0.31
OHL,2017-18 Regular Season,Ryan Wells,D,N,Mississauga Steelheads,5.10,1999-08-18,23,0,3,1,4,3,476,0.01,18,2584,0,0.01,0.01,0.17
OHL,2017-18 Regular Season,Harrison Cottam,F,N,London Knights,5.11,1999-06-16,42,3,3,1,7,6,442,0.01,30,2584,0.1,0.01,0.01,0.17
OHL,2017-18 Regular Season,Bradey Johnson,F,Y,Niagara IceDogs,5.11,1999-12-24,55,11,3,3,17,14,466,0.03,82,2584,0.13,0.03,0.03,0.31
OHL,2017-18 Regular Season,Mathieu Foget,F,N,Mississauga Steelheads,5.08,1997-03-06,68,22,26,13,61,48,476,0.1,148,2584,0.15,0.06,0.09,0.9
OHL,2017-18 Regular Season,Nolan Makkonen,D,N,Sudbury Wolves,6.00,1999-02-07,5,0,0,0,0,0,380,0,3,2584,0,0,0,0
OHL,2017-18 Regular Season,Jonathan Yantsis,F,N,Kitchener Rangers,6.03,1999-04-28,59,5,4,3,12,9,469,0.02,44,2584,0.11,0.02,0.02,0.2
OHL,2017-18 Regular Season,Danny Katic,F,Y,Saginaw Spirit,6.04,2000-08-04,55,4,8,3,15,12,379,0.03,50,2584,0.08,0.02,0.03,0.27
OHL,2017-18 Regular Season,Owen Headrick,D,N,Erie Otters,5.11,1997-08-23,64,13,16,17,46,29,421,0.07,165,2584,0.08,0.06,0.08,0.72
OHL,2017-18 Regular Season,Owen Burnell,F,N,Hamilton Bulldogs,5.10,1998-08-24,29,1,2,3,6,3,487,0.01,21,2584,0.05,0.01,0.01,0.21
OHL,2017-18 Regular Season,Adrien Beraldo,D,Y,Peterborough Petes,6.01,2000-01-13,51,2,3,1,6,5,425,0.01,35,2584,0.06,0.01,0.01,0.12
OHL,2017-18 Regular Season,Grayson Ladd,D,N,Kitchener Rangers,6.01,2001-03-01,52,0,2,4,6,2,469,0,22,2584,0,0.01,0.01,0.12
OHL,2017-18 Regular Season,Nick Robertson,F,N,Peterborough Petes,5.07.,2001-09-11,62,15,14,4,33,29,425,0.07,115,2584,0.13,0.04,0.06,0.53
OHL,2017-18 Regular Season,Cameron Supryka,D,N,Peterborough Petes,6.02,2001-10-28,8,0,0,0,0,0,425,0,9,2584,0,0,0,0
OHL,2017-18 Regular Season,Gleb Babintsev,D,Y,Peterborough Petes,6.00,2000-01-08,64,1,3,4,8,4,425,0.01,59,2584,0.02,0.02,0.01,0.12
OHL,2017-18 Regular Season,Graeme Clarke,F,N,Ottawa 67's,5.11,2001-04-24,63,14,4,7,25,18,423,0.04,121,2584,0.12,0.05,0.04,0.4
OHL,2017-18 Regular Season,Adam Liška,F,Y,Kitchener Rangers,5.11,1999-10-14,62,12,10,9,31,22,469,0.05,115,2584,0.1,0.04,0.05,0.5
OHL,2017-18 Regular Season,Brandon Coe,F,N,North Bay Battalion,6.03,2001-12-01,63,10,8,5,23,18,398,0.05,74,2584,0.14,0.03,0.04,0.37
OHL,2017-18 Regular Season,Mike Petizian,F,N,Kitchener Rangers,5.05,2001-02-20,40,2,1,1,4,3,469,0.01,27,2584,0.07,0.01,0.01,0.1
OHL,2017-18 Regular Season,Matt Gordon,F,N,Kitchener Rangers,6.00,2001-02-27,5,0,0,0,0,0,469,0,1,2584,0,0,0,0
OHL,2017-18 Regular Season,Jack Quinn,F,N,Ottawa 67's,5.11,2001-09-19,8,0,1,0,1,1,423,0,5,2584,0,0,0,0.12
OHL,2017-18 Regular Season,Rickard Hugg,F,N,Kitchener Rangers,5.10,1999-01-18,66,6,10,16,32,16,469,0.03,98,2584,0.06,0.04,0.05,0.48
OHL,2017-18 Regular Season,Andrew Perrott,D,N,London Knights,6.00,2001-08-24,62,4,3,2,9,7,442,0.02,67,2584,0.06,0.03,0.02,0.15
OHL,2017-18 Regular Season,Dalton Duhart,F,N,London Knights,6.00,2001-01-18,36,3,2,0,5,5,442,0.01,21,2584,0.14,0.01,0.01,0.14
OHL,2017-18 Regular Season,Lucas Rowe,F,N,London Knights,6.00,2001-08-13,25,1,0,1,2,1,442,0,15,2584,0.07,0.01,0,0.08
OHL,2017-18 Regular Season,Ryan Bangs,D,Y,London Knights,5.10,2000-01-09,7,0,1,1,2,1,442,0,0,2584,,0,0,0.29
OHL,2017-18 Regular Season,Tim Fallowfield,D,N,London Knights,6.02,1999-02-05,43,2,2,0,4,4,442,0.01,28,2584,0.07,0.01,0.01,0.09
OHL,2017-18 Regular Season,Arthur Kaliyev,F,N,Hamilton Bulldogs,6.02,2001-06-26,68,31,4,13,48,35,487,0.07,208,2584,0.15,0.08,0.07,0.71
OHL,2017-18 Regular Season,Connor McMichael,F,N,Hamilton Bulldogs,6.00,2001-01-15,60,8,8,0,16,16,487,0.03,94,2584,0.09,0.04,0.02,0.27
OHL,2017-18 Regular Season,Liam Van Loon,F,N,Hamilton Bulldogs,5.11,2001-08-17,2,0,1,0,1,1,487,0,2,2584,0,0,0,0.5
OHL,2017-18 Regular Season,Navrin Mutter,F,N,Hamilton Bulldogs,6.03,2001-03-15,28,2,0,1,3,2,487,0,13,2584,0.15,0.01,0,0.11
OHL,2017-18 Regular Season,Jake Murray,F,Y,Hamilton Bulldogs,5.10,2000-04-20,30,1,1,1,3,2,487,0,13,2584,0.08,0.01,0,0.1
OHL,2017-18 Regular Season,Mitchell Brewer,D,N,Oshawa Generals,6.00,2001-03-20,60,2,3,3,8,5,468,0.01,27,2584,0.07,0.01,0.01,0.13
OHL,2017-18 Regular Season,Nick Wong,F,N,Oshawa Generals,5.09,2001-09-17,63,17,6,3,26,23,468,0.05,74,2584,0.23,0.03,0.04,0.41
OHL,2017-18 Regular Season,Nico Gross,D,Y,Oshawa Generals,6.01,2000-01-26,58,4,8,2,14,12,468,0.03,53,2584,0.08,0.02,0.02,0.24
OHL,2017-18 Regular Season,Bobby Dow,F,N,Peterborough Petes,6.01,1998-11-05,63,12,5,7,24,17,425,0.04,93,2584,0.13,0.04,0.04,0.38
OHL,2017-18 Regular Season,Cam Hillis,F,Y,Guelph Storm,5.11,2000-06-24,60,20,25,14,59,45,438,0.1,105,2584,0.19,0.04,0.1,0.98
OHL,2017-18 Regular Season,Keegan Stevenson,F,N,Guelph Storm,6.01,2000-12-31,61,5,3,2,10,8,438,0.02,30,2584,0.17,0.01,0.02,0.16
OHL,2017-18 Regular Season,Tag Bertuzzi,F,N,Guelph Storm,6.01,2001-02-18,41,3,7,1,11,10,438,0.02,31,2584,0.1,0.01,0.02,0.27
OHL,2017-18 Regular Season,Andrei Svechnikov,F,Y,Barrie Colts,6.03,2000-03-26,44,40,24,8,72,64,576,0.11,174,2584,0.23,0.07,0.09,1.64
OHL,2017-18 Regular Season,Alexey Lipanov,F,N,Barrie Colts,6.01,1999-08-17,55,14,15,10,39,29,380,0.08,103,2584,0.14,0.04,0.08,0.71
OHL,2017-18 Regular Season,Luke Bignell,F,N,Barrie Colts,6.01,2000-11-03,56,7,2,3,12,9,576,0.02,49,2584,0.14,0.02,0.02,0.21
OHL,2017-18 Regular Season,Sam Rhodes,F,Y,Barrie Colts,5.07,2000-02-19,45,3,0,0,3,3,576,0.01,44,2584,0.07,0.02,0,0.07
OHL,2017-18 Regular Season,Ryan Suzuki,F,N,Barrie Colts,6.00,2001-05-28,64,14,20,10,44,34,576,0.06,86,2584,0.16,0.03,0.06,0.69
OHL,2017-18 Regular Season,Mathew Hill,D,N,Barrie Colts,6.03,2001-05-01,30,1,1,1,3,2,576,0,23,2584,0.04,0.01,0,0.1
OHL,2017-18 Regular Season,Nathan Allensen,D,N,Barrie Colts,5.11,2001-05-03,55,2,5,8,15,7,576,0.01,38,2584,0.05,0.01,0.02,0.27
OHL,2017-18 Regular Season,Victor Hadfield,D,N,Barrie Colts,5.11,2000-09-21,27,0,0,0,0,0,576,0,17,2584,0,0.01,0,0
OHL,2017-18 Regular Season,Zachary Snow,D,N,Sudbury Wolves,6.02,1999-02-17,9,0,0,0,0,0,380,0,2,2584,0,0,0,0
OHL,2017-18 Regular Season,Ethan Keppen,F,N,Flint Firebirds,6.02,2001-03-20,63,10,4,4,18,14,360,0.04,112,2584,0.09,0.04,0.04,0.29
OHL,2017-18 Regular Season,Jack Wismer,F,Y,Flint Firebirds,6.00,2000-02-24,67,8,7,2,17,15,360,0.04,102,2584,0.08,0.04,0.04,0.25
OHL,2017-18 Regular Season,Nikita Alexandrov,D,N,Flint Firebirds,6.07,1999-05-18,58,2,1,0,3,3,360,0.01,50,2584,0.04,0.02,0.01,0.05
OHL,2017-18 Regular Season,Marcus Gretz,D,N,Flint Firebirds,6.03,2001-11-22,45,1,2,1,4,3,360,0.01,28,2584,0.04,0.01,0.01,0.09
OHL,2017-18 Regular Season,Zack Pilon,D,N,Flint Firebirds,6.03,2000-11-28,43,0,1,1,2,1,360,0,22,2584,0,0.01,0,0.05
OHL,2017-18 Regular Season,Hugo Leufvenius,F,N,Sarnia Sting,6.03,1999-03-26,68,19,19,9,47,38,573,0.07,130,2584,0.15,0.05,0.06,0.69
OHL,2017-18 Regular Season,Mason Primeau,F,N,Guelph Storm,6.05,2001-07-28,60,7,4,2,13,11,438,0.03,55,2584,0.13,0.02,0.02,0.22
OHL,2017-18 Regular Season,Thomas Harley,D,N,Mississauga Steelheads,6.02,2001-08-19,62,1,6,8,15,7,476,0.01,60,2584,0.02,0.02,0.02,0.24
OHL,2017-18 Regular Season,Merrick Rippon,D,Y,Mississauga Steelheads,6.01,2000-04-27,68,4,13,6,23,17,476,0.04,95,2584,0.04,0.04,0.04,0.34
OHL,2017-18 Regular Season,Keean Washkurak,F,N,Mississauga Steelheads,5.10,2001-08-16,61,6,5,4,15,11,476,0.02,78,2584,0.08,0.03,0.02,0.25
OHL,2017-18 Regular Season,Cole Schwindt,F,N,Mississauga Steelheads,6.02,2001-04-25,66,8,5,5,18,13,476,0.03,77,2584,0.1,0.03,0.03,0.27
OHL,2017-18 Regular Season,Jake Gravelle,D,Y,Hamilton Bulldogs,5.11,2000-05-01,9,0,0,0,0,0,487,0,1,2584,0,0,0,0
OHL,2017-18 Regular Season,Isaac Walker,D,Y,Mississauga Steelheads,6.01,2000-03-16,58,0,1,3,4,1,476,0,22,2584,0,0.01,0.01,0.07
OHL,2017-18 Regular Season,Adam Varga,F,N,Mississauga Steelheads,6.00,2001-06-07,46,1,5,1,7,6,476,0.01,25,2584,0.04,0.01,0.01,0.15
OHL,2017-18 Regular Season,Nicholas Porco,F,N,Saginaw Spirit,6.00,2001-03-12,57,5,4,5,14,9,379,0.02,82,2584,0.06,0.03,0.03,0.25
OHL,2017-18 Regular Season,Aidan Prueter,F,N,Saginaw Spirit,5.10,2001-12-21,63,3,3,5,11,6,379,0.02,62,2584,0.05,0.02,0.02,0.17
OHL,2017-18 Regular Season,Duncan Penman,D,N,Saginaw Spirit,5.11,2001-07-05,55,4,3,3,10,7,379,0.02,42,2584,0.1,0.02,0.02,0.18
OHL,2017-18 Regular Season,Blade Jenkins,F,Y,Saginaw Spirit,6.01,2000-08-11,68,20,17,7,44,37,379,0.1,140,2584,0.14,0.05,0.08,0.65
OHL,2017-18 Regular Season,Caleb Everett,D,Y,Saginaw Spirit,6.02,2000-01-20,58,6,10,4,20,16,379,0.04,85,2584,0.07,0.03,0.04,0.34
OHL,2017-18 Regular Season,Tom Bappert,D,N,Saginaw Spirit,6.01,1999-01-16,16,0,0,1,1,0,379,0,19,2584,0,0.01,0,0.06
OHL,2017-18 Regular Season,Travis Mailhot,D,Y,North Bay Battalion,6.05,2000-01-17,30,0,0,0,0,0,398,0,15,2584,0,0.01,0,0
OHL,2017-18 Regular Season,Kurtis Evans,F,N,North Bay Battalion,6.01,2001-04-21,33,1,0,0,1,1,398,0,26,2584,0.04,0.01,0,0.03
OHL,2017-18 Regular Season,Payton Vescio,D,N,North Bay Battalion,6.00,2001-03-20,1,0,0,0,0,0,398,0,0,2584,,0,0,0
OHL,2017-18 Regular Season,Simon Rose,D,N,North Bay Battalion,6.00,2001-03-23,39,0,0,1,1,0,398,0,12,2584,0,0,0,0.03
OHL,2017-18 Regular Season,Cole Resnick,F,N,Oshawa Generals,6.00,1999-04-21,23,0,1,1,2,1,468,0,8,2584,0,0,0,0.09
OHL,2017-18 Regular Season,Patrick Brown,F,Y,North Bay Battalion,6.01,2000-03-21,53,2,2,2,6,4,398,0.01,37,2584,0.05,0.01,0.01,0.11
OHL,2017-18 Regular Season,Kyle Harris,F,N,Flint Firebirds,5.11,2001-04-12,60,5,3,3,11,8,360,0.02,64,2584,0.08,0.02,0.02,0.18
OHL,2017-18 Regular Season,Jack York,D,N,Kitchener Rangers,6.00,2000-09-17,57,3,2,4,9,5,469,0.01,34,2584,0.09,0.01,0.01,0.16
OHL,2017-18 Regular Season,Alexandre Hogue,D,N,Sarnia Sting,5.07,2001-02-14,30,0,1,1,2,1,573,0,12,2584,0,0,0,0.07
OHL,2017-18 Regular Season,Marko Jakovljevic,D,N,Sarnia Sting,6.03,2000-11-24,27,1,2,1,4,3,573,0.01,13,2584,0.08,0.01,0.01,0.15
OHL,2017-18 Regular Season,Colton Kammerer,D,N,Sarnia Sting,6.00,2001-10-21,39,1,5,2,8,6,573,0.01,28,2584,0.04,0.01,0.01,0.21
OHL,2017-18 Regular Season,Brayden Guy,F,N,Sarnia Sting,6.00,2001-03-03,42,8,1,0,9,9,573,0.02,39,2584,0.21,0.02,0.01,0.21
OHL,2017-18 Regular Season,Jamieson Rees,F,N,Sarnia Sting,5.09,2001-02-26,46,5,11,4,20,16,573,0.03,63,2584,0.08,0.02,0.03,0.43
OHL,2017-18 Regular Season,Robert Calisti,D,N,Sault Ste. Marie Greyhounds,5.09,2001-01-25,6,0,0,0,0,0,610,0,4,2584,0,0,0,0
OHL,2017-18 Regular Season,Hayden Fowler,F,N,Erie Otters,5.10,2001-09-24,61,12,8,6,26,20,610,0.03,78,2584,0.15,0.03,0.03,0.43
OHL,2017-18 Regular Season,Ryan Roth,F,Y,Sault Ste. Marie Greyhounds,5.08,2000-07-20,68,15,8,10,33,23,610,0.04,106,2584,0.14,0.04,0.04,0.49
OHL,2017-18 Regular Season,Keeghan Howdeshell,F,N,Sault Ste. Marie Greyhounds,6.01,1998-02-24,61,16,14,6,36,30,610,0.05,123,2584,0.13,0.05,0.04,0.59
OHL,2017-18 Regular Season,Joe Carroll,F,N,Sault Ste. Marie Greyhounds,6.02,2001-02-01,53,9,6,3,18,15,610,0.02,58,2584,0.16,0.02,0.02,0.34
OHL,2017-18 Regular Season,Thomas Stevenson,D,Y,Windsor Spitfires,6.03,1999-10-14,67,3,3,2,8,6,400,0.02,57,2584,0.05,0.02,0.01,0.12
OHL,2017-18 Regular Season,Louka Henault,D,N,Windsor Spitfires,6.00,2001-01-31,42,0,0,2,2,0,400,0,21,2584,0,0.01,0,0.05
OHL,2017-18 Regular Season,Nathan Staios,D,N,Windsor Spitfires,5.08,2001-05-17,54,3,4,5,12,7,400,0.02,62,2584,0.05,0.02,0.02,0.22
OHL,2017-18 Regular Season,Jordan Frasca,F,N,Windsor Spitfires,6.01,2001-07-05,11,1,1,0,2,2,400,0,10,2584,0.1,0,0,0.18
OHL,2017-18 Regular Season,William Sirman,F,Y,Windsor Spitfires,5.10,1999-11-03,66,6,9,4,19,15,400,0.04,73,2584,0.08,0.03,0.04,0.29
OHL,2017-18 Regular Season,Igor Larionov,F,N,Windsor Spitfires,6.00,1998-08-24,32,6,11,6,23,17,400,0.04,39,2584,0.15,0.02,0.04,0.72
OHL,2017-18 Regular Season,Mathew MacDougall,F,Y,Windsor Spitfires,5.09,2000-01-23,66,17,8,7,32,25,400,0.06,101,2584,0.17,0.04,0.06,0.48
OHL,2017-18 Regular Season,Jake Smith,F,N,Windsor Spitfires,5.10,1997-07-03,59,20,20,8,48,40,400,0.1,151,2584,0.13,0.06,0.09,0.81
OHL,2017-18 Regular Season,John Parker-Jones,F,Y,Peterborough Petes,6.06,2000-04-07,41,2,2,1,5,4,425,0.01,34,2584,0.06,0.01,0.01,0.12
OHL,2017-18 Regular Season,Daniel D'Amico,F,N,Windsor Spitfires,5.09,2001-01-25,59,12,6,1,19,18,400,0.04,63,2584,0.19,0.02,0.04,0.32
OHL,2017-18 Regular Season,Kirill Kozhevnikov,F,N,Windsor Spitfires,6.02,1999-01-26,33,4,2,1,7,6,400,0.02,31,2584,0.13,0.01,0.01,0.21
OHL,2017-18 Regular Season,Lev Starikov,D,N,Windsor Spitfires,6.07,2000-09-17,66,5,3,5,13,8,400,0.02,81,2584,0.06,0.03,0.02,0.2
OHL,2017-18 Regular Season,Evan Brand,D,N,Kingston Frontenacs,6.06,2001-03-14,27,0,0,1,1,0,458,0,5,2584,0,0,0,0.04
OHL,2017-18 Regular Season,Cody Morgan,F,N,Kingston Frontenacs,5.11,2001-02-01,63,10,7,4,21,17,400,0.04,78,2584,0.13,0.03,0.04,0.33
OHL,2017-18 Regular Season,Bryan Laureigh,F,Y,Kingston Frontenacs,5.11,2000-06-16,57,3,3,0,6,6,458,0.01,23,2584,0.13,0.01,0.01,0.11
OHL,2017-18 Regular Season,Philip Tomasino,F,N,Niagara IceDogs,5.11,2001-07-28,61,5,13,6,24,18,466,0.04,74,2584,0.07,0.03,0.04,0.39
OHL,2017-18 Regular Season,Andrew Bruder,F,Y,Niagara IceDogs,6.01,2000-08-16,52,4,3,4,11,7,466,0.02,45,2584,0.09,0.02,0.02,0.21
OHL,2017-18 Regular Season,Ian Martin,F,N,Niagara IceDogs,5.11,2001-01-27,24,2,0,2,4,2,466,0,16,2584,0.12,0.01,0.01,0.17
OHL,2017-18 Regular Season,Billy Constantinou,D,N,Niagara IceDogs,5.11,2001-03-25,45,3,5,4,12,8,466,0.02,42,2584,0.07,0.02,0.02,0.27
OHL,2017-18 Regular Season,Daniel Nardi,D,N,Niagara IceDogs,5.11,2001-03-27,3,0,0,0,0,0,466,0,1,2584,0,0,0,0
OHL,2017-18 Regular Season,Ryan Stepien,F,N,Saginaw Spirit,5.09,2001-09-19,50,10,4,2,16,14,379,0.04,56,2584,0.18,0.02,0.03,0.32
OHL,2017-18 Regular Season,Joseph Rupoli,D,Y,Oshawa Generals,6.03,2000-05-24,9,0,0,1,1,0,468,0,1,2584,0,0,0,0.11
OHL,2017-18 Regular Season,Camaryn Baber,F,N,Saginaw Spirit,5.10,2001-04-04,11,1,2,0,3,3,379,0.01,13,2584,0.08,0.01,0.01,0.27
OHL,2017-18 Regular Season,Ben Badalamenti,F,Y,Saginaw Spirit,6.00,2000-02-06,34,4,1,1,6,5,379,0.01,42,2584,0.1,0.02,0.01,0.18
OHL,2017-18 Regular Season,Dylan D'Agostino,F,Y,Hamilton Bulldogs,6.00,2000-07-22,2,0,0,0,0,0,487,0,0,2584,,0,0,0
OHL,2017-18 Regular Season,Emmett Sproule,F,N,Erie Otters,5.10,2001-03-19,56,5,6,2,13,11,421,0.03,47,2584,0.11,0.02,0.02,0.23
OHL,2017-18 Regular Season,Stephane Patry,F,Y,Erie Otters,5.10,2000-02-18,50,5,6,3,14,11,421,0.03,44,2584,0.11,0.02,0.02,0.28
OHL,2017-18 Regular Season,Joseph Mack,F,Y,Erie Otters,6.02,2000-01-06,51,6,2,3,11,8,421,0.02,53,2584,0.11,0.02,0.02,0.22
OHL,2017-18 Regular Season,Chad Yetman,F,Y,Erie Otters,5.11,2000-02-18,56,9,5,2,16,14,421,0.03,63,2584,0.14,0.02,0.03,0.29
OHL,2017-18 Regular Season,Maxim Golod,F,Y,Erie Otters,5.10,2000-08-18,61,12,15,6,33,27,421,0.06,121,2584,0.1,0.05,0.06,0.54
OHL,2017-18 Regular Season,Kurtis Henry,D,Y,Erie Otters,6.02,2000-04-14,44,1,2,4,7,3,421,0.01,24,2584,0.04,0.01,0.01,0.16
OHL,2017-18 Regular Season,Alexey Toropchenko,F,N,Guelph Storm,6.03,1999-06-25,66,17,10,12,39,27,438,0.06,205,2584,0.08,0.08,0.06,0.59
OHL,2017-18 Regular Season,Anthony Aguanno,D,N,Guelph Storm,5.10,2001-03-18,7,0,0,0,0,0,438,0,1,2584,0,0,0,0
OHL,2017-18 Regular Season,Mark Woolley,D,N,Guelph Storm,6.02,2001-11-26,66,2,5,2,9,7,438,0.02,39,2584,0.05,0.02,0.01,0.14
OHL,2017-18 Regular Season,Lucas Peric,D,N,Ottawa 67's,5.11,2001-01-08,57,2,1,0,3,3,423,0.01,30,2584,0.07,0.01,0.01,0.05
OHL,2017-18 Regular Season,Nikita Okhotyuk,D,N,Ottawa 67's,6.01,2000-12-04,53,5,1,5,11,6,423,0.01,58,2584,0.09,0.02,0.02,0.21
OHL,2017-18 Regular Season,Zack Trott,F,Y,Sault Ste. Marie Greyhounds,5.10,2000-05-10,38,2,0,1,3,2,610,0,26,2584,0.08,0.01,0,0.08
OHL,2017-18 Regular Season,Phil Caron,D,Y,Sault Ste. Marie Greyhounds,5.08,2000-07-23,24,0,0,2,2,0,610,0,16,2584,0,0.01,0,0.08
OHL,2017-18 Regular Season,Cole MacKay,F,N,Sault Ste. Marie Greyhounds,5.10,2001-06-13,42,5,4,5,14,9,610,0.01,51,2584,0.1,0.02,0.02,0.33
OHL,2017-18 Regular Season,Brett Jacklin,F,Y,Sault Ste. Marie Greyhounds,6.01,2000-02-21,49,4,4,1,9,8,610,0.01,38,2584,0.11,0.01,0.01,0.18
OHL,2017-18 Regular Season,Igor Chibrikov,D,N,Owen Sound Attack,6.06,2001-11-30,41,1,4,2,7,5,548,0.01,14,2584,0.07,0.01,0.01,0.17
OHL,2017-18 Regular Season,Jackson Doherty,F,Y,Owen Sound Attack,5.11,2000-08-22,53,7,1,2,10,8,548,0.01,31,2584,0.23,0.01,0.01,0.19
OHL,2017-18 Regular Season,Marino Moro,F,Y,Owen Sound Attack,5.10,2000-02-03,37,1,4,1,6,5,548,0.01,16,2584,0.06,0.01,0.01,0.16
OHL,2017-18 Regular Season,Mitchell Russell,F,N,Owen Sound Attack,5.11,2001-03-06,59,3,3,1,7,6,548,0.01,51,2584,0.06,0.02,0.01,0.12
OHL,2017-18 Regular Season,Liam Whittaker,D,N,London Knights,6.00,2001-06-06,1,0,0,1,1,0,442,0,0,2584,,0,0,1
OHL,2017-18 Regular Season,Cameron Gaylor,F,Y,Mississauga Steelheads,5.11,1999-11-19,42,3,0,1,4,3,476,0.01,32,2584,0.09,0.01,0.01,0.1
OHL,2017-18 Regular Season,Nicholas Canade,F,Y,Mississauga Steelheads,5.08,2000-03-07,63,6,4,4,14,10,476,0.02,90,2584,0.07,0.03,0.02,0.22
OHL,2017-18 Regular Season,Oliver True,F,Y,Ottawa 67's,6.03,2000-05-04,58,6,6,3,15,12,423,0.03,68,2584,0.09,0.03,0.03,0.26
OHL,2017-18 Regular Season,Seva Losev,F,Y,Ottawa 67's,6.00,2000-06-13,30,2,1,0,3,3,423,0.01,13,2584,0.15,0.01,0.01,0.1
OHL,2017-18 Regular Season,Mason Hardy,D,Y,Mississauga Steelheads,6.03,2000-04-03,32,0,2,0,2,2,476,0,17,2584,0,0.01,0,0.06
OHL,2017-18 Regular Season,Nolan Hutcheson,F,Y,Sudbury Wolves,6.04,2000-06-26,62,8,4,5,17,12,380,0.03,110,2584,0.07,0.04,0.03,0.27
OHL,2017-18 Regular Season,Anthony Tabak,F,N,Sudbury Wolves,6.05,2001-12-06,51,6,4,4,14,10,380,0.03,50,2584,0.12,0.02,0.03,0.27
OHL,2017-18 Regular Season,Emmett Serensits,D,Y,Sudbury Wolves,6.01,2000-01-07,61,2,5,2,9,7,380,0.02,47,2584,0.04,0.02,0.02,0.15
OHL,2017-18 Regular Season,Liam Ross,D,N,Sudbury Wolves,6.02,2001-05-13,60,4,2,3,9,6,380,0.02,40,2584,0.1,0.02,0.02,0.15
OHL,2017-18 Regular Season,Zack Malik,D,Y,Sudbury Wolves,6.02,2000-08-03,32,0,10,2,12,10,380,0.03,34,2584,0,0.01,0.02,0.38
OHL,2017-18 Regular Season,Blake Murray,F,N,Sudbury Wolves,6.02,2001-07-05,57,21,12,11,44,33,380,0.09,102,2584,0.21,0.04,0.09,0.77
OHL,2017-18 Regular Season,Blake McConville,F,Y,Sudbury Wolves,6.02,2000-04-03,45,1,1,0,2,2,380,0.01,38,2584,0.03,0.01,0,0.04
OHL,2017-18 Regular Season,Mitchell Hewitson,F,Y,Oshawa Generals,6.05,2000-05-11,27,1,0,0,1,1,468,0,16,2584,0.06,0.01,0,0.04
OHL,2017-18 Regular Season,Noah Serre,F,N,Sudbury Wolves,5.09,1998-07-25,1,1,0,0,1,1,380,0,1,2584,1,0,0,1
OHL,2017-18 Regular Season,Alec Regula,D,Y,London Knights,6.04,2000-08-06,67,7,6,12,25,13,442,0.03,82,2584,0.09,0.03,0.04,0.37
OHL,2017-18 Regular Season,Shane Collins,D,N,London Knights,6.02,1997-02-20,58,3,4,6,13,7,442,0.02,76,2584,0.04,0.03,0.02,0.22
OHL,2017-18 Regular Season,Adam Kadlec,F,N,Oshawa Generals,6.03,1999-09-03,25,0,2,1,3,2,400,0,24,2584,0,0.01,0.01,0.12
OHL,2017-18 Regular Season,Rasmus Sandin,D,Y,Sault Ste. Marie Greyhounds,5.11,2000-03-07,51,12,14,19,45,26,610,0.04,94,2584,0.13,0.04,0.05,0.88
OHL,2017-18 Regular Season,Luke Drewitt,F,N,Kingston Frontenacs,6.00,2001-09-27,6,1,0,0,1,1,458,0,2,2584,0.5,0,0,0.17
OHL,2017-18 Regular Season,Levi Siau,F,N,Sudbury Wolves,6.01,2001-04-01,9,0,0,1,1,0,380,0,10,2584,0,0,0,0.11
OHL,2017-18 Regular Season,Hayden Johnston,D,Y,Windsor Spitfires,6.01,2000-06-07,4,0,1,0,1,1,400,0,1,2584,0,0,0,0.25
OHL,2017-18 Regular Season,Jake Goldowski,F,Y,Saginaw Spirit,6.03,2000-05-07,40,11,8,2,21,19,379,0.05,76,2584,0.14,0.03,0.04,0.52
OHL,2017-18 Regular Season,Eric Uba,F,N,Flint Firebirds,5.11,2000-12-17,4,0,0,1,1,0,360,0,7,2584,0,0,0,0.25
OHL,2017-18 Regular Season,Ashton Reesor,D,N,Sarnia Sting,6.03,2001-01-12,1,0,0,0,0,0,573,0,0,2584,,0,0,0
OHL,2017-18 Regular Season,Mason Millman,D,N,Saginaw Spirit,6.01,2001-07-18,6,0,0,0,0,0,379,0,6,2584,0,0,0,0
